,class,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population
2522,e,f,f,n,n,f,c,p,t,b,s,s,g,p,w,o,p,k,v
2523,e,x,y,n,n,f,c,n,t,b,s,s,w,p,w,o,p,k,y
2524,e,x,y,g,n,f,c,n,t,b,s,s,p,p,w,o,p,n,y
2525,e,x,y,n,n,f,c,n,t,b,s,s,w,p,w,o,p,k,v
2526,e,x,f,g,n,f,c,u,t,b,s,s,w,p,w,o,p,n,y
2527,e,x,y,n,n,f,c,w,t,b,s,s,w,p,w,o,p,k,y
2528,e,x,y,n,n,f,c,p,t,b,s,s,p,p,w,o,p,k,v
2529,e,f,f,n,n,f,c,p,t,b,s,s,w,p,w,o,p,n,y
2530,e,x,y,g,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
2531,e,x,y,e,n,f,c,w,t,b,s,s,p,p,w,o,p,k,y
2532,e,x,y,n,n,f,c,n,t,b,s,s,p,p,w,o,p,k,y
2533,p,x,f,g,f,f,c,g,e,b,k,k,b,p,w,o,l,h,y
2534,e,f,f,g,n,f,c,u,t,b,s,s,p,p,w,o,p,k,v
2535,e,x,y,e,n,f,c,u,t,b,s,s,g,p,w,o,p,k,v
2536,p,x,f,g,f,f,c,h,e,b,k,k,b,p,w,o,l,h,v
2537,e,x,y,e,n,f,c,n,t,b,s,s,w,p,w,o,p,k,v
2538,e,x,f,e,n,f,c,n,t,b,s,s,g,p,w,o,p,k,v
2539,p,x,f,g,f,f,c,h,e,b,k,k,n,p,w,o,l,h,y
2540,p,x,f,p,c,f,w,n,e,b,s,s,w,p,w,o,p,n,s
2541,e,x,f,g,n,f,c,u,t,b,s,s,w,p,w,o,p,k,v
2542,e,f,f,g,n,f,c,p,t,b,s,s,g,p,w,o,p,n,y
2543,e,x,f,g,n,f,c,u,t,b,s,s,p,p,w,o,p,n,v
2544,e,x,y,g,n,f,c,w,t,b,s,s,p,p,w,o,p,k,y
2545,e,x,y,g,n,f,c,n,t,b,s,s,g,p,w,o,p,n,v
2546,e,f,f,g,n,f,c,n,t,b,s,s,g,p,w,o,p,n,y
2547,e,x,f,g,n,f,c,w,t,b,s,s,p,p,w,o,p,n,y
2548,e,x,f,e,n,f,c,p,t,b,s,s,p,p,w,o,p,k,v
2549,e,x,f,n,n,f,c,w,t,b,s,s,w,p,w,o,p,k,y
2550,e,x,y,n,n,f,c,u,t,b,s,s,g,p,w,o,p,k,v
2551,e,f,f,n,n,f,c,p,t,b,s,s,g,p,w,o,p,k,y
2552,e,f,f,n,n,f,c,u,t,b,s,s,w,p,w,o,p,n,v
2553,e,f,f,g,n,f,c,n,t,b,s,s,g,p,w,o,p,k,y
2554,e,x,f,g,n,f,c,p,t,b,s,s,g,p,w,o,p,k,y
2555,e,x,y,n,n,f,c,u,t,b,s,s,p,p,w,o,p,n,v
2556,e,x,y,e,n,f,c,w,t,b,s,s,g,p,w,o,p,n,v
2557,e,f,f,n,n,f,c,u,t,b,s,s,g,p,w,o,p,n,v
2558,e,x,y,g,n,f,c,n,t,b,s,s,w,p,w,o,p,n,v
2559,e,x,y,n,n,f,c,u,t,b,s,s,g,p,w,o,p,k,y
2560,p,x,f,w,c,f,c,g,e,b,s,s,w,p,w,o,p,k,v
2561,e,f,f,n,n,f,c,u,t,b,s,s,p,p,w,o,p,k,y
2562,e,x,y,e,n,f,c,w,t,b,s,s,w,p,w,o,p,n,v
2563,e,x,y,n,n,f,c,n,t,b,s,s,g,p,w,o,p,n,y
2564,e,f,f,g,n,f,c,n,t,b,s,s,p,p,w,o,p,k,v
2565,e,x,f,e,n,f,c,w,t,b,s,s,p,p,w,o,p,k,y
2566,p,x,f,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,y
2567,e,x,y,e,n,f,c,n,t,b,s,s,p,p,w,o,p,k,y
2568,e,f,f,g,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
2569,e,f,y,e,n,f,c,w,t,b,s,s,w,p,w,o,p,k,v
2570,e,x,f,e,n,f,c,p,t,b,s,s,p,p,w,o,p,n,v
2571,p,x,f,g,f,f,c,p,e,b,k,k,p,p,w,o,l,h,v
2572,e,x,y,n,n,f,c,w,t,b,s,s,g,p,w,o,p,n,y
2573,e,x,y,n,n,f,c,p,t,b,s,s,p,p,w,o,p,k,v
2574,e,x,y,n,n,f,c,p,t,b,s,s,w,p,w,o,p,k,v
2575,e,x,y,n,n,f,c,n,t,b,s,s,w,p,w,o,p,k,y
2576,e,x,y,g,n,f,c,u,t,b,s,s,g,p,w,o,p,n,y
2577,e,x,y,n,n,f,c,n,t,b,s,s,g,p,w,o,p,k,y
2578,e,x,f,g,n,f,c,p,t,b,s,s,g,p,w,o,p,k,y
2579,e,x,y,e,n,f,c,n,t,b,s,s,p,p,w,o,p,k,y
2580,e,x,y,e,n,f,c,n,t,b,s,s,w,p,w,o,p,k,v
2581,e,x,y,g,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
2582,e,f,f,e,n,f,c,n,t,b,s,s,g,p,w,o,p,n,v
2583,e,f,f,n,n,f,c,n,t,b,s,s,p,p,w,o,p,k,v
2584,e,f,f,n,n,f,c,w,t,b,s,s,g,p,w,o,p,n,v
2585,e,x,y,g,n,f,c,p,t,b,s,s,p,p,w,o,p,n,v
2586,e,x,y,g,n,f,c,w,t,b,s,s,g,p,w,o,p,n,y
2587,e,x,f,e,n,f,c,u,t,b,s,s,g,p,w,o,p,k,v
2588,e,f,f,n,n,f,c,w,t,b,s,s,g,p,w,o,p,n,v
2589,e,f,f,n,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
2590,e,x,y,e,n,f,c,p,t,b,s,s,p,p,w,o,p,k,y
2591,e,x,y,n,n,f,c,n,t,b,s,s,w,p,w,o,p,n,v
2592,e,f,f,n,n,f,c,p,t,b,s,s,w,p,w,o,p,k,y
2593,e,f,f,n,n,f,c,w,t,b,s,s,p,p,w,o,p,n,v
2594,p,x,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
2595,e,x,f,g,n,f,c,n,t,b,s,s,w,p,w,o,p,k,y
2596,e,x,y,n,n,f,c,w,t,b,s,s,g,p,w,o,p,n,y
2597,e,x,f,g,n,f,c,n,t,b,s,s,g,p,w,o,p,n,y
2598,e,x,f,g,n,f,c,n,t,b,s,s,p,p,w,o,p,n,y
2599,e,x,y,g,n,f,c,w,t,b,s,s,w,p,w,o,p,k,v
2600,e,f,f,n,n,f,c,u,t,b,s,s,w,p,w,o,p,k,y
2601,e,f,f,g,n,f,c,n,t,b,s,s,g,p,w,o,p,k,y
2602,e,x,y,n,n,f,c,n,t,b,s,s,g,p,w,o,p,k,v
2603,e,x,f,e,n,f,c,w,t,b,s,s,w,p,w,o,p,k,y
2604,e,f,f,n,n,f,c,n,t,b,s,s,w,p,w,o,p,n,v
2605,p,x,f,g,f,f,c,g,e,b,k,k,n,p,w,o,l,h,v
2606,e,x,f,e,n,f,c,p,t,b,s,s,w,p,w,o,p,n,v
2607,e,f,f,n,n,f,c,n,t,b,s,s,g,p,w,o,p,n,v
2608,e,x,f,e,n,f,c,n,t,b,s,s,p,p,w,o,p,k,y
2609,e,x,f,e,n,f,c,n,t,b,s,s,g,p,w,o,p,n,v
2610,e,x,y,e,n,f,c,p,t,b,s,s,p,p,w,o,p,k,y
2611,e,f,y,g,n,f,c,w,t,b,s,s,w,p,w,o,p,n,v
2612,e,f,f,n,n,f,c,u,t,b,s,s,g,p,w,o,p,n,y
2613,e,x,f,g,n,f,c,n,t,b,s,s,g,p,w,o,p,n,y
2614,e,f,f,g,n,f,c,p,t,b,s,s,g,p,w,o,p,k,v
2615,e,x,y,n,n,f,c,w,t,b,s,s,p,p,w,o,p,k,y
2616,e,x,y,g,n,f,c,p,t,b,s,s,w,p,w,o,p,n,y
2617,e,x,y,g,n,f,c,u,t,b,s,s,w,p,w,o,p,n,y
2618,e,x,f,n,n,f,c,w,t,b,s,s,w,p,w,o,p,n,y
2619,e,x,y,e,n,f,c,p,t,b,s,s,g,p,w,o,p,k,y
2620,e,f,f,n,n,f,c,u,t,b,s,s,g,p,w,o,p,n,v
2621,e,x,y,e,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
2622,e,x,f,n,n,f,c,n,t,b,s,s,g,p,w,o,p,n,y
2623,e,f,f,n,n,f,c,u,t,b,s,s,g,p,w,o,p,k,y
2624,e,x,y,e,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
2625,e,x,f,g,n,f,c,w,t,b,s,s,g,p,w,o,p,n,v
2626,e,x,y,n,n,f,c,p,t,b,s,s,w,p,w,o,p,n,v
2627,p,x,f,g,c,f,c,g,e,b,s,s,w,p,w,o,p,n,v
2628,e,f,f,g,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
2629,e,x,f,n,n,f,c,w,t,b,s,s,g,p,w,o,p,n,y
2630,e,f,s,n,n,f,w,p,t,e,s,f,w,p,w,o,e,k,a
2631,e,f,f,n,n,f,c,w,t,b,s,s,w,p,w,o,p,n,v
2632,e,x,y,g,n,f,c,n,t,b,s,s,w,p,w,o,p,n,y
2633,e,f,y,g,n,f,c,w,t,b,s,s,g,p,w,o,p,n,v
2634,e,x,y,g,n,f,c,w,t,b,s,s,w,p,w,o,p,n,v
2635,e,f,y,e,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
2636,e,x,y,g,n,f,c,n,t,b,s,s,g,p,w,o,p,n,y
2637,e,x,f,g,n,f,c,n,t,b,s,s,g,p,w,o,p,n,v
2638,e,f,f,g,n,f,c,n,t,b,s,s,g,p,w,o,p,n,v
2639,e,x,y,n,n,f,c,p,t,b,s,s,g,p,w,o,p,k,v
2640,e,f,f,n,n,f,c,u,t,b,s,s,g,p,w,o,p,k,y
2641,e,x,y,e,n,f,c,p,t,b,s,s,w,p,w,o,p,n,v
2642,e,x,y,e,n,f,c,w,t,b,s,s,w,p,w,o,p,k,v
2643,e,f,y,n,n,f,c,u,t,b,s,s,g,p,w,o,p,k,v
2644,e,x,y,n,n,f,c,w,t,b,s,s,p,p,w,o,p,n,y
2645,e,x,f,g,n,f,c,u,t,b,s,s,w,p,w,o,p,n,y
2646,e,f,f,g,n,f,c,p,t,b,s,s,p,p,w,o,p,k,y
2647,e,f,f,w,n,f,w,h,t,e,s,f,w,p,w,o,e,k,s
2648,e,x,y,n,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
2649,e,x,f,g,n,f,c,u,t,b,s,s,g,p,w,o,p,k,y
2650,e,f,y,e,n,f,c,n,t,b,s,s,g,p,w,o,p,n,y
2651,e,x,f,e,n,f,c,w,t,b,s,s,g,p,w,o,p,k,v
2652,e,x,y,n,n,f,c,u,t,b,s,s,g,p,w,o,p,n,y
2653,e,f,y,n,n,f,c,w,t,b,s,s,w,p,w,o,p,k,y
2654,e,x,y,g,n,f,c,p,t,b,s,s,g,p,w,o,p,k,v
2655,e,f,f,n,n,f,c,w,t,b,s,s,w,p,w,o,p,k,v
2656,e,x,y,e,n,f,c,u,t,b,s,s,w,p,w,o,p,k,y
2657,e,x,y,e,n,f,c,p,t,b,s,s,g,p,w,o,p,k,v
2658,e,x,y,e,n,f,c,w,t,b,s,s,w,p,w,o,p,k,v
2659,e,x,f,e,n,f,c,w,t,b,s,s,w,p,w,o,p,n,y
2660,e,x,f,e,n,f,c,p,t,b,s,s,w,p,w,o,p,n,v
2661,e,x,f,e,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
2662,e,f,f,n,n,f,c,p,t,b,s,s,p,p,w,o,p,n,y
2663,e,x,f,g,n,f,c,n,t,b,s,s,p,p,w,o,p,k,v
2664,e,x,f,g,n,f,c,p,t,b,s,s,w,p,w,o,p,k,v
2665,e,x,y,g,n,f,c,u,t,b,s,s,g,p,w,o,p,k,y
2666,e,x,y,n,n,f,c,n,t,b,s,s,g,p,w,o,p,n,v
2667,e,x,f,e,n,f,c,n,t,b,s,s,g,p,w,o,p,k,y
2668,e,x,f,e,n,f,c,w,t,b,s,s,g,p,w,o,p,n,y
2669,e,x,f,g,n,f,c,u,t,b,s,s,p,p,w,o,p,n,y
2670,e,x,f,e,n,f,c,w,t,b,s,s,p,p,w,o,p,n,v
2671,e,f,f,n,n,f,c,n,t,b,s,s,w,p,w,o,p,n,y
2672,e,x,f,e,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
2673,e,f,f,n,n,f,c,w,t,b,s,s,p,p,w,o,p,n,y
2674,e,f,f,n,n,f,c,w,t,b,s,s,g,p,w,o,p,k,v
2675,e,f,f,n,n,f,c,u,t,b,s,s,p,p,w,o,p,k,v
2676,e,x,f,g,n,f,c,n,t,b,s,s,p,p,w,o,p,k,v
2677,e,x,f,e,n,f,c,u,t,b,s,s,p,p,w,o,p,n,v
2678,e,x,y,e,n,f,c,u,t,b,s,s,w,p,w,o,p,n,y
2679,e,f,f,g,n,f,c,n,t,b,s,s,p,p,w,o,p,k,y
2680,e,f,f,n,n,f,c,p,t,b,s,s,p,p,w,o,p,n,v
2681,e,x,y,n,n,f,c,n,t,b,s,s,p,p,w,o,p,n,y
2682,e,f,f,n,n,f,c,u,t,b,s,s,g,p,w,o,p,k,v
2683,p,x,f,p,c,f,c,p,e,b,s,s,w,p,w,o,p,n,v
2684,e,x,f,e,n,f,c,p,t,b,s,s,w,p,w,o,p,k,y
2685,e,x,f,n,n,f,c,w,t,b,s,s,w,p,w,o,p,n,v
2686,e,x,y,e,n,f,c,w,t,b,s,s,p,p,w,o,p,n,y
2687,e,f,f,n,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
2688,e,f,f,n,n,f,c,w,t,b,s,s,g,p,w,o,p,k,y
2689,e,x,y,g,n,f,c,w,t,b,s,s,w,p,w,o,p,k,v
2690,e,f,s,n,n,f,w,n,t,e,s,s,w,p,w,o,e,n,a
2691,e,x,y,g,n,f,c,w,t,b,s,s,g,p,w,o,p,k,y
2692,e,x,y,n,n,f,c,w,t,b,s,s,p,p,w,o,p,n,v
2693,e,x,y,n,n,f,c,p,t,b,s,s,w,p,w,o,p,k,v
2694,e,f,f,g,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
2695,e,x,f,e,n,f,c,n,t,b,s,s,g,p,w,o,p,n,y
2696,e,f,f,n,n,f,c,p,t,b,s,s,p,p,w,o,p,k,y
2697,p,x,f,g,f,f,c,h,e,b,k,k,p,p,w,o,l,h,y
2698,e,x,y,e,n,f,c,w,t,b,s,s,w,p,w,o,p,n,v
2699,e,x,f,g,n,f,c,u,t,b,s,s,g,p,w,o,p,k,v
2700,e,x,f,e,n,f,c,n,t,b,s,s,w,p,w,o,p,n,v
2701,e,x,f,e,n,f,c,n,t,b,s,s,g,p,w,o,p,k,y
2702,e,x,y,e,n,f,c,n,t,b,s,s,w,p,w,o,p,k,v
2703,e,f,f,n,n,f,c,w,t,b,s,s,g,p,w,o,p,n,y
2704,e,f,f,n,n,f,c,u,t,b,s,s,p,p,w,o,p,k,v
2705,e,x,y,n,n,f,c,w,t,b,s,s,g,p,w,o,p,k,v
2706,e,x,f,e,n,f,c,u,t,b,s,s,w,p,w,o,p,n,y
2707,e,x,y,e,n,f,c,w,t,b,s,s,g,p,w,o,p,k,v
2708,e,x,y,n,n,f,c,n,t,b,s,s,g,p,w,o,p,k,y
2709,e,x,y,g,n,f,c,u,t,b,s,s,w,p,w,o,p,k,v
2710,e,x,y,n,n,f,c,u,t,b,s,s,w,p,w,o,p,k,v
2711,e,x,y,e,n,f,c,p,t,b,s,s,p,p,w,o,p,n,y
2712,e,x,f,e,n,f,c,u,t,b,s,s,p,p,w,o,p,n,y
2713,e,x,f,e,n,f,c,u,t,b,s,s,p,p,w,o,p,k,y
2714,e,x,y,e,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
2715,e,x,y,n,n,f,c,p,t,b,s,s,w,p,w,o,p,k,y
2716,e,x,f,e,n,f,c,p,t,b,s,s,p,p,w,o,p,n,y
2717,e,f,f,e,n,f,c,w,t,b,s,s,p,p,w,o,p,n,v
2718,e,f,f,n,n,f,c,w,t,b,s,s,w,p,w,o,p,k,y
2719,e,x,y,e,n,f,c,u,t,b,s,s,w,p,w,o,p,k,v
2720,e,x,f,n,n,f,c,u,t,b,s,s,w,p,w,o,p,n,v
2721,e,x,y,e,n,f,c,n,t,b,s,s,p,p,w,o,p,n,y
2722,e,f,f,g,n,f,c,p,t,b,s,s,p,p,w,o,p,n,y
2723,e,x,y,n,n,f,c,p,t,b,s,s,w,p,w,o,p,n,v
2724,e,f,y,e,n,f,c,n,t,b,s,s,p,p,w,o,p,k,v
2725,e,x,y,n,n,f,c,u,t,b,s,s,p,p,w,o,p,k,y
2726,e,x,y,e,n,f,c,p,t,b,s,s,g,p,w,o,p,n,y
2727,e,x,y,g,n,f,c,u,t,b,s,s,g,p,w,o,p,n,y
2728,e,f,y,g,n,f,c,p,t,b,s,s,p,p,w,o,p,k,v
2729,e,x,y,n,n,f,c,u,t,b,s,s,w,p,w,o,p,n,y
2730,e,x,s,g,n,f,w,h,t,e,f,s,w,p,w,o,e,k,s
2731,e,f,f,n,n,f,c,n,t,b,s,s,g,p,w,o,p,n,y
2732,e,x,y,g,n,f,c,w,t,b,s,s,p,p,w,o,p,n,y
2733,e,x,y,g,n,f,c,n,t,b,s,s,p,p,w,o,p,k,y
2734,e,x,f,n,n,f,c,u,t,b,s,s,w,p,w,o,p,k,y
2735,e,x,f,e,n,f,c,u,t,b,s,s,g,p,w,o,p,n,v
2736,e,x,y,e,n,f,c,n,t,b,s,s,g,p,w,o,p,k,y
2737,e,x,y,n,n,f,c,w,t,b,s,s,g,p,w,o,p,k,y
2738,e,x,f,e,n,f,c,w,t,b,s,s,g,p,w,o,p,k,y
2739,e,x,y,e,n,f,c,u,t,b,s,s,w,p,w,o,p,k,y
2740,e,x,y,n,n,f,c,u,t,b,s,s,w,p,w,o,p,n,y
2741,e,f,f,g,n,f,c,p,t,b,s,s,w,p,w,o,p,n,y
2742,e,x,f,e,n,f,c,u,t,b,s,s,w,p,w,o,p,k,y
2743,e,f,y,n,n,f,c,p,t,b,s,s,g,p,w,o,p,k,v
2744,e,x,y,n,n,f,c,w,t,b,s,s,g,p,w,o,p,n,v
2745,e,x,f,e,n,f,c,w,t,b,s,s,w,p,w,o,p,n,y
2746,e,x,f,g,n,f,c,n,t,b,s,s,g,p,w,o,p,k,v
2747,e,x,y,n,n,f,c,u,t,b,s,s,w,p,w,o,p,k,y
2748,e,x,y,g,n,f,c,n,t,b,s,s,g,p,w,o,p,n,y
2749,p,x,f,g,c,f,c,p,e,b,s,s,w,p,w,o,p,k,v
2750,e,x,y,n,n,f,c,n,t,b,s,s,w,p,w,o,p,n,y
2751,e,x,f,g,n,f,c,p,t,b,s,s,p,p,w,o,p,n,y
2752,e,x,y,n,n,f,c,n,t,b,s,s,p,p,w,o,p,k,y
2753,e,x,y,g,n,f,c,w,t,b,s,s,g,p,w,o,p,k,v
2754,e,x,y,n,n,f,c,w,t,b,s,s,p,p,w,o,p,n,v
2755,e,f,f,n,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
2756,e,f,f,n,n,f,c,w,t,b,s,s,p,p,w,o,p,k,y
2757,e,x,y,n,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
2758,e,f,f,n,n,f,c,p,t,b,s,s,w,p,w,o,p,k,y
2759,e,f,f,n,n,f,c,w,t,b,s,s,w,p,w,o,p,n,y
2760,e,f,y,g,n,f,c,u,t,b,s,s,w,p,w,o,p,k,y
2761,e,x,f,g,n,f,c,u,t,b,s,s,w,p,w,o,p,k,y
2762,e,x,y,g,n,f,c,w,t,b,s,s,g,p,w,o,p,k,y
2763,e,x,y,g,n,f,c,u,t,b,s,s,g,p,w,o,p,n,v
2764,e,f,f,n,n,f,c,u,t,b,s,s,p,p,w,o,p,n,v
2765,e,x,f,g,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
2766,p,x,f,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,v
2767,e,f,f,n,n,f,c,w,t,b,s,s,w,p,w,o,p,n,v
2768,e,x,y,g,n,f,c,w,t,b,s,s,g,p,w,o,p,k,y
2769,e,x,f,g,n,f,c,u,t,b,s,s,g,p,w,o,p,n,y
2770,p,x,f,g,f,f,c,g,e,b,k,k,p,p,w,o,l,h,y
2771,e,f,f,n,n,f,c,u,t,b,s,s,w,p,w,o,p,n,v
2772,e,x,y,e,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
2773,e,x,y,n,n,f,c,u,t,b,s,s,g,p,w,o,p,k,v
2774,e,x,f,e,n,f,c,p,t,b,s,s,g,p,w,o,p,k,v
2775,e,x,f,e,n,f,c,p,t,b,s,s,p,p,w,o,p,n,y
2776,e,x,y,n,n,f,c,p,t,b,s,s,p,p,w,o,p,n,v
2777,e,f,f,n,n,f,c,n,t,b,s,s,p,p,w,o,p,k,v
2778,e,x,f,e,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
2779,e,x,f,g,n,f,c,w,t,b,s,s,p,p,w,o,p,k,v
2780,e,f,f,n,n,f,c,u,t,b,s,s,p,p,w,o,p,k,y
2781,e,x,y,e,n,f,c,p,t,b,s,s,p,p,w,o,p,n,v
2782,e,x,f,g,n,f,c,u,t,b,s,s,w,p,w,o,p,k,y
2783,e,f,f,g,n,f,c,p,t,b,s,s,w,p,w,o,p,k,y
2784,e,f,f,g,n,f,c,p,t,b,s,s,g,p,w,o,p,k,v
2785,e,f,f,n,n,f,c,n,t,b,s,s,w,p,w,o,p,k,y
2786,e,x,f,n,n,f,c,w,t,b,s,s,w,p,w,o,p,n,y
2787,e,x,y,e,n,f,c,w,t,b,s,s,g,p,w,o,p,n,y
2788,e,f,s,g,n,f,w,p,t,e,f,f,w,p,w,o,e,k,s
2789,e,x,y,e,n,f,c,p,t,b,s,s,w,p,w,o,p,k,y
2790,e,f,f,g,n,f,c,p,t,b,s,s,w,p,w,o,p,n,y
2791,e,x,y,e,n,f,c,w,t,b,s,s,p,p,w,o,p,k,y
2792,e,x,f,g,n,f,c,u,t,b,s,s,w,p,w,o,p,n,v
2793,e,f,f,n,n,f,c,w,t,b,s,s,g,p,w,o,p,k,y
2794,e,x,f,e,n,f,c,w,t,b,s,s,g,p,w,o,p,n,v
2795,e,x,f,e,n,f,c,n,t,b,s,s,w,p,w,o,p,n,v
2796,e,x,f,g,n,f,c,w,t,b,s,s,g,p,w,o,p,k,v
2797,p,x,f,w,c,f,w,g,e,b,s,s,w,p,w,o,p,n,s
2798,e,x,y,e,n,f,c,p,t,b,s,s,p,p,w,o,p,n,y
2799,e,x,f,e,n,f,c,n,t,b,s,s,p,p,w,o,p,k,v
2800,e,x,y,n,n,f,c,w,t,b,s,s,w,p,w,o,p,n,y
2801,e,f,f,w,n,f,w,h,t,e,s,s,w,p,w,o,e,n,s
2802,e,x,f,g,n,f,c,n,t,b,s,s,w,p,w,o,p,n,y
2803,e,f,f,g,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
2804,e,x,f,g,n,f,c,w,t,b,s,s,g,p,w,o,p,n,y
2805,e,f,y,e,n,f,c,w,t,b,s,s,p,p,w,o,p,k,y
2806,e,x,f,e,n,f,c,n,t,b,s,s,p,p,w,o,p,k,y
2807,e,x,y,n,n,f,c,n,t,b,s,s,g,p,w,o,p,k,v
2808,e,x,y,e,n,f,c,n,t,b,s,s,g,p,w,o,p,n,v
2809,e,x,f,e,n,f,c,n,t,b,s,s,w,p,w,o,p,n,v
2810,e,f,y,e,n,f,c,n,t,b,s,s,w,p,w,o,p,k,v
2811,e,f,f,n,n,f,c,w,t,b,s,s,g,p,w,o,p,n,v
2812,e,x,y,g,n,f,c,p,t,b,s,s,w,p,w,o,p,n,v
2813,e,x,y,g,n,f,c,p,t,b,s,s,w,p,w,o,p,n,y
2814,e,x,f,g,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
2815,e,x,f,e,n,f,c,w,t,b,s,s,p,p,w,o,p,n,v
2816,e,x,f,n,n,f,c,w,t,b,s,s,w,p,w,o,p,k,y
2817,e,f,f,n,n,f,w,n,t,e,f,f,w,p,w,o,e,k,s
2818,e,x,f,e,n,f,c,w,t,b,s,s,g,p,w,o,p,n,y
2819,e,x,y,g,n,f,c,n,t,b,s,s,g,p,w,o,p,n,y
2820,e,x,y,n,n,f,c,u,t,b,s,s,p,p,w,o,p,k,v
2821,e,x,f,g,n,f,c,p,t,b,s,s,p,p,w,o,p,n,y
2822,e,x,y,e,n,f,c,n,t,b,s,s,g,p,w,o,p,n,y
2823,e,f,f,n,n,f,c,u,t,b,s,s,w,p,w,o,p,k,v
2824,e,x,y,g,n,f,c,u,t,b,s,s,w,p,w,o,p,k,y
2825,e,f,f,g,n,f,c,p,t,b,s,s,g,p,w,o,p,n,v
2826,e,x,f,e,n,f,c,u,t,b,s,s,p,p,w,o,p,k,v
2827,e,f,f,n,n,f,c,n,t,b,s,s,g,p,w,o,p,k,v
2828,e,x,y,g,n,f,c,p,t,b,s,s,p,p,w,o,p,n,y
2829,e,x,y,n,n,f,c,p,t,b,s,s,p,p,w,o,p,n,y
2830,e,x,y,e,n,f,c,w,t,b,s,s,p,p,w,o,p,k,v
2831,e,x,f,e,n,f,c,u,t,b,s,s,p,p,w,o,p,k,y
2832,e,x,f,n,n,f,c,u,t,b,s,s,w,p,w,o,p,n,v
2833,e,f,f,n,n,f,c,n,t,b,s,s,p,p,w,o,p,k,y
2834,e,x,y,g,n,f,c,n,t,b,s,s,w,p,w,o,p,k,v
2835,e,x,f,e,n,f,c,w,t,b,s,s,p,p,w,o,p,n,y
2836,e,f,f,n,n,f,c,w,t,b,s,s,p,p,w,o,p,n,v
2837,e,f,f,n,n,f,c,n,t,b,s,s,p,p,w,o,p,n,y
2838,e,x,y,e,n,f,c,u,t,b,s,s,p,p,w,o,p,k,y
2839,e,x,f,g,n,f,c,u,t,b,s,s,g,p,w,o,p,k,y
2840,e,x,f,g,n,f,c,u,t,b,s,s,g,p,w,o,p,k,v
2841,p,x,f,p,c,f,w,u,e,b,s,s,w,p,w,o,p,k,v
2842,e,x,y,n,n,f,c,p,t,b,s,s,g,p,w,o,p,n,y
2843,e,x,f,e,n,f,c,p,t,b,s,s,p,p,w,o,p,n,v
2844,e,f,s,n,n,f,w,p,t,e,f,f,w,p,w,o,e,n,s
2845,e,x,y,g,n,f,c,p,t,b,s,s,g,p,w,o,p,k,y
2846,e,x,y,g,n,f,c,u,t,b,s,s,p,p,w,o,p,k,y
2847,e,x,f,n,n,f,c,u,t,b,s,s,w,p,w,o,p,k,y
2848,e,f,f,g,n,f,c,n,t,b,s,s,w,p,w,o,p,n,y
2849,e,x,f,g,n,f,c,w,t,b,s,s,p,p,w,o,p,n,v
2850,e,x,y,n,n,f,c,w,t,b,s,s,p,p,w,o,p,k,y
2851,e,x,f,e,n,f,c,w,t,b,s,s,p,p,w,o,p,n,y
2852,e,x,f,n,n,f,c,u,t,b,s,s,p,p,w,o,p,n,v
2853,e,f,f,g,n,f,c,n,t,b,s,s,p,p,w,o,p,n,v
2854,e,f,f,n,n,f,c,w,t,b,s,s,g,p,w,o,p,n,y
2855,e,x,y,g,n,f,c,w,t,b,s,s,g,p,w,o,p,n,v
2856,e,x,y,e,n,f,c,u,t,b,s,s,w,p,w,o,p,n,y
2857,e,x,y,g,n,f,c,p,t,b,s,s,w,p,w,o,p,k,v
2858,e,f,f,g,n,f,c,p,t,b,s,s,w,p,w,o,p,k,y
2859,e,x,f,e,n,f,c,u,t,b,s,s,w,p,w,o,p,n,y
